order_item_id,order_id,product_id,quantity,unit_price,discount_percent,line_total
323,108,122,2,1229.45,15,2090.07
324,108,138,3,354.58,20,850.99
325,108,81,1,984.42,15,836.76
326,108,27,4,1136.12,15,3862.81
327,109,112,4,114.26,20,365.63
328,109,17,1,975.57,10,878.01
329,109,44,4,1135.35,5,4314.33
330,109,6,1,888.01,10,799.21
331,109,144,1,1104.6,10,994.14
332,110,65,4,1493.18,15,5076.81
333,110,187,2,547.71,15,931.11
334,110,8,2,330.82,15,562.39
335,110,183,3,384.59,20,923.02
336,110,154,3,344.09,10,929.04
337,111,146,4,589.4,5,2239.72
338,111,131,3,482.77,0,1448.31
339,112,14,1,1477.98,0,1477.98
340,112,183,1,384.59,20,307.67
341,112,194,4,1218.6,5,4630.68
342,112,92,2,199.89,5,379.79
343,112,151,2,325.37,5,618.2
344,113,167,4,695.01,0,2780.04
345,114,23,4,599.49,15,2038.27
346,114,25,4,1123.05,15,3818.37
347,114,104,2,113.44,10,204.19
348,115,25,3,1123.05,5,3200.69
349,115,80,4,1252.28,10,4508.21
350,116,24,2,218.05,5,414.3
351,116,48,3,20.71,0,62.13
352,116,67,3,817.87,15,2085.57
353,116,103,1,993.45,20,794.76
354,117,6,1,888.01,10,799.21
355,117,156,1,365.43,5,347.16
356,117,16,1,539.35,20,431.48
357,118,2,3,1018.28,15,2596.61
358,119,8,3,330.82,0,992.46
359,119,146,2,589.4,5,1119.86
360,119,145,4,737.46,5,2802.35
361,120,56,3,515.56,20,1237.34
362,120,89,2,668.33,15,1136.16
363,120,25,2,1123.05,20,1796.88
364,120,175,2,517.1,15,879.07
365,120,40,1,1420.95,20,1136.76
366,121,138,1,354.58,10,319.12
367,122,28,2,248.37,20,397.39
368,122,90,2,176.69,0,353.38
369,122,175,4,517.1,5,1964.98
370,123,40,4,1420.95,15,4831.23
371,123,157,1,702.9,20,562.32
372,123,87,1,641.13,10,577.02
373,123,117,2,458.42,10,825.16
374,123,169,2,1380.23,5,2622.44
375,124,49,1,1359.08,15,1155.22
376,124,104,1,113.44,20,90.75
377,124,11,1,1459.94,10,1313.95
378,124,92,4,199.89,20,639.65
379,125,73,2,852.19,15,1448.72
380,125,83,2,1335.67,10,2404.21
381,126,104,4,113.44,0,453.76
382,126,112,4,114.26,0,457.04
383,126,97,3,273.81,20,657.14
384,126,22,4,1315.79,20,4210.53
385,127,79,1,1320.11,20,1056.09
386,127,128,1,336.07,5,319.27
387,127,198,1,857.26,10,771.53
388,127,74,2,1077.13,10,1938.83
389,128,137,1,486.37,0,486.37
390,129,99,1,1297.46,15,1102.84
391,129,49,2,1359.08,20,2174.53
392,129,91,3,1253.55,0,3760.65
393,130,26,2,336.79,5,639.9
394,130,118,3,323.17,0,969.51
395,131,127,1,987.53,0,987.53
396,131,53,4,154.43,5,586.83
397,132,75,1,1010.82,5,960.28
398,133,46,3,682.71,15,1740.91
399,133,100,1,1183.19,5,1124.03
400,133,59,2,1293.41,20,2069.46
401,134,160,3,1394.04,15,3554.8
402,134,172,3,373.36,5,1064.08
403,135,105,4,769.01,15,2614.63
404,135,177,4,1082.91,10,3898.48
405,135,3,2,638.66,15,1085.72
406,136,154,4,344.09,0,1376.36
407,136,3,4,638.66,5,2426.91
408,136,161,2,305.51,0,611.02
409,137,30,2,1456.91,15,2476.75
410,138,47,3,41.34,5,117.82
411,139,175,4,517.1,10,1861.56
412,139,184,3,1116.89,10,3015.6
413,139,178,3,1039.01,0,3117.03
414,140,102,2,530.99,0,1061.98
415,141,128,4,336.07,15,1142.64
416,141,52,1,372.07,0,372.07
417,141,33,2,245.66,0,491.32
418,141,133,4,674.41,5,2562.76
419,141,10,1,1212.62,0,1212.62
420,142,112,3,114.26,15,291.36
421,142,158,2,914.8,15,1555.16
422,143,197,2,1363.67,10,2454.61
423,143,11,1,1459.94,20,1167.95
424,143,170,1,1240.34,5,1178.32
425,143,129,3,840.53,10,2269.43
426,143,49,2,1359.08,10,2446.34
427,144,52,4,372.07,5,1413.87
428,144,165,3,518.43,20,1244.23
429,144,15,1,576.39,5,547.57
430,144,101,2,1289.3,5,2449.67
431,145,169,1,1380.23,15,1173.2
432,145,185,1,1110.52,5,1054.99
433,145,113,3,998.45,20,2396.28
434,146,37,3,1384.43,0,4153.29
435,146,141,1,880.28,0,880.28
436,147,133,2,674.41,10,1213.94
437,147,137,3,486.37,0,1459.11
438,147,5,2,978.33,0,1956.66
439,147,159,2,254.01,0,508.02
440,148,1,1,419.79,5,398.8
441,148,145,1,737.46,20,589.97
442,148,15,1,576.39,0,576.39
443,148,100,4,1183.19,20,3786.21
444,149,73,4,852.19,5,3238.32
445,149,176,4,838.13,20,2682.02
446,149,158,3,914.8,10,2469.96
447,149,100,4,1183.19,15,4022.85
448,150,117,3,458.42,5,1306.5
449,150,138,2,354.58,10,638.24
450,151,100,2,1183.19,10,2129.74
451,151,66,1,452.09,15,384.28
452,152,37,4,1384.43,20,4430.18
453,152,11,2,1459.94,15,2481.9
454,152,118,2,323.17,10,581.71
455,153,104,4,113.44,15,385.7
456,153,108,4,1181.78,15,4018.05
457,154,119,4,490.15,5,1862.57
458,154,94,2,381.8,5,725.42
459,154,87,2,641.13,5,1218.15
460,154,84,2,429.82,20,687.71
461,155,119,4,490.15,10,1764.54
462,155,141,3,880.28,5,2508.8
463,155,196,4,1188.2,5,4515.16
464,156,28,3,248.37,20,596.09
465,156,139,4,105.7,0,422.8
466,156,167,2,695.01,5,1320.52
467,156,116,3,1019.2,20,2446.08
468,157,169,4,1380.23,5,5244.87
469,157,99,4,1297.46,0,5189.84
470,158,99,2,1297.46,10,2335.43
471,158,146,2,589.4,15,1001.98
472,159,51,2,207.14,5,393.57
473,159,39,4,1212.09,10,4363.52
474,159,106,1,181.86,0,181.86
475,159,82,1,164.34,0,164.34
476,159,120,1,771.65,0,771.65
477,160,85,1,955.01,10,859.51
478,161,52,2,372.07,10,669.73
479,161,191,1,517.65,10,465.88
480,161,39,3,1212.09,20,2909.02
481,162,122,3,1229.45,10,3319.52
482,162,87,1,641.13,20,512.9
483,162,181,2,834.67,5,1585.87
484,162,45,2,604.5,15,1027.65
485,163,137,4,486.37,5,1848.21
486,164,142,2,867.78,0,1735.56
487,164,161,2,305.51,15,519.37
488,164,121,1,432.84,0,432.84
489,164,180,2,372.52,15,633.28
490,164,72,4,69.22,15,235.35
491,165,44,3,1135.35,15,2895.14
492,165,197,2,1363.67,15,2318.24
493,165,6,1,888.01,15,754.81
494,165,151,3,325.37,10,878.5
495,166,95,1,1327.36,5,1260.99
496,167,160,4,1394.04,5,5297.35
497,167,77,1,1494.18,5,1419.47
498,168,75,3,1010.82,20,2425.97
499,168,183,4,384.59,0,1538.36
500,168,22,4,1315.79,5,5000.0
501,169,65,3,1493.18,20,3583.63
502,169,50,1,364.63,15,309.94
503,169,132,3,1081.72,5,3082.9
504,170,167,2,695.01,10,1251.02
505,171,115,1,836.07,10,752.46
506,171,111,4,812.29,0,3249.16
507,171,87,3,641.13,20,1538.71
508,172,34,1,276.19,20,220.95
509,173,78,4,405.15,5,1539.57
510,174,98,3,1387.49,15,3538.1
511,174,100,3,1183.19,10,3194.61
512,174,10,4,1212.62,15,4122.91
513,174,178,3,1039.01,5,2961.18
514,175,185,2,1110.52,15,1887.88
515,175,67,3,817.87,10,2208.25
516,175,142,1,867.78,15,737.61
517,176,171,3,375.79,20,901.9
518,177,6,2,888.01,0,1776.02
519,178,20,3,1166.24,0,3498.72
520,178,46,2,682.71,20,1092.34
521,179,200,1,130.97,0,130.97
522,179,23,1,599.49,10,539.54
523,180,19,3,1035.36,0,3106.08
524,180,40,1,1420.95,0,1420.95
525,180,150,2,697.93,5,1326.07
526,180,161,1,305.51,5,290.23
527,180,118,1,323.17,0,323.17
528,181,111,2,812.29,5,1543.35
529,182,184,1,1116.89,15,949.36
530,183,161,4,305.51,5,1160.94
531,183,136,4,125.45,20,401.44
532,183,50,2,364.63,15,619.87
533,184,188,1,198.61,15,168.82
534,184,174,2,280.94,20,449.5
535,184,152,1,424.6,0,424.6
536,185,51,2,207.14,20,331.42
537,185,68,2,880.42,0,1760.84
538,186,49,2,1359.08,10,2446.34
539,187,42,3,718.17,20,1723.61
540,187,102,4,530.99,20,1699.17
541,188,56,3,515.56,5,1469.35
542,188,110,1,1066.09,10,959.48
543,188,65,3,1493.18,5,4255.56
544,189,16,1,539.35,15,458.45
545,190,188,4,198.61,0,794.44
546,190,16,4,539.35,0,2157.4
547,190,159,1,254.01,10,228.61
548,191,198,1,857.26,20,685.81
549,191,93,3,1458.57,10,3938.14
550,191,179,4,35.69,10,128.48
551,191,175,4,517.1,10,1861.56
552,191,156,4,365.43,10,1315.55
553,192,81,2,984.42,20,1575.07
554,192,140,2,629.5,0,1259.0
555,192,191,3,517.65,15,1320.01
556,192,49,4,1359.08,15,4620.87
557,193,104,2,113.44,5,215.54
558,193,119,4,490.15,15,1666.51
559,193,116,1,1019.2,5,968.24
560,194,98,4,1387.49,10,4994.96
561,194,162,1,1161.0,15,986.85
562,194,39,2,1212.09,5,2302.97
563,195,48,4,20.71,5,78.7
564,195,56,3,515.56,10,1392.01
565,195,25,2,1123.05,0,2246.1
566,195,5,4,978.33,15,3326.32
567,195,101,2,1289.3,10,2320.74
568,196,72,4,69.22,15,235.35
569,196,59,4,1293.41,5,4914.96
570,196,49,4,1359.08,0,5436.32
571,196,125,3,118.51,0,355.53
572,196,156,1,365.43,10,328.89
573,197,156,4,365.43,5,1388.63
574,197,75,4,1010.82,15,3436.79
575,197,37,1,1384.43,10,1245.99
576,197,61,2,1274.56,10,2294.21
577,198,176,1,838.13,20,670.5
578,198,159,2,254.01,20,406.42
579,198,110,3,1066.09,10,2878.44
580,199,177,4,1082.91,0,4331.64
581,199,33,1,245.66,15,208.81
582,199,95,3,1327.36,15,3384.77
583,200,54,2,705.87,10,1270.57
584,200,84,4,429.82,10,1547.35
585,201,88,2,1158.97,10,2086.15
586,201,148,2,50.18,20,80.29
587,201,85,2,955.01,5,1814.52
588,201,179,4,35.69,20,114.21
589,201,50,4,364.63,0,1458.52
590,202,131,2,482.77,20,772.43
591,202,25,3,1123.05,0,3369.15
592,202,99,4,1297.46,15,4411.36
593,203,187,2,547.71,10,985.88
594,203,69,2,1441.56,10,2594.81
595,203,18,1,374.77,15,318.55
596,203,116,2,1019.2,5,1936.48
597,203,100,1,1183.19,10,1064.87
598,204,159,2,254.01,10,457.22
599,204,124,3,374.82,15,955.79
600,204,144,3,1104.6,20,2651.04
601,205,52,1,372.07,10,334.86
602,205,166,1,167.25,5,158.89
603,205,49,3,1359.08,5,3873.38
604,205,153,4,132.04,15,448.94
605,205,155,1,1424.92,10,1282.43
606,206,53,1,154.43,0,154.43
607,206,37,4,1384.43,0,5537.72
608,206,76,3,1404.24,15,3580.81
609,207,115,4,836.07,20,2675.42
610,207,161,2,305.51,20,488.82
611,208,195,4,186.49,10,671.36
612,208,81,2,984.42,20,1575.07
613,208,28,4,248.37,10,894.13
614,208,71,2,1412.98,20,2260.77
615,209,83,1,1335.67,0,1335.67
616,209,5,3,978.33,20,2347.99
617,210,95,4,1327.36,20,4247.55
618,210,37,1,1384.43,15,1176.77
619,210,81,3,984.42,15,2510.27
620,210,185,2,1110.52,10,1998.94
621,211,195,1,186.49,20,149.19
622,211,9,1,576.09,5,547.29
623,211,165,4,518.43,0,2073.72
624,211,73,1,852.19,5,809.58
625,211,83,2,1335.67,0,2671.34
626,212,42,3,718.17,10,1939.06
627,212,183,3,384.59,0,1153.77
628,212,61,4,1274.56,10,4588.42
629,212,24,1,218.05,15,185.34
630,212,194,4,1218.6,20,3899.52
631,213,135,4,786.74,15,2674.92
632,214,141,2,880.28,15,1496.48
633,214,23,2,599.49,0,1198.98
634,215,59,1,1293.41,0,1293.41
635,215,62,2,328.48,15,558.42
636,215,15,1,576.39,0,576.39
637,216,195,2,186.49,5,354.33
638,216,60,3,1498.93,10,4047.11
639,217,194,1,1218.6,20,974.88
640,217,163,3,1196.38,15,3050.77
641,217,172,1,373.36,15,317.36
642,217,102,1,530.99,0,530.99
643,218,151,2,325.37,5,618.2
644,218,10,4,1212.62,0,4850.48
645,219,180,3,372.52,20,894.05
646,219,21,2,607.74,15,1033.16
647,219,149,2,50.38,5,95.72
648,220,2,3,1018.28,20,2443.87
649,220,161,3,305.51,20,733.22
650,220,191,4,517.65,5,1967.07
651,220,160,2,1394.04,20,2230.46
652,220,73,3,852.19,10,2300.91
653,221,84,4,429.82,0,1719.28
654,221,67,3,817.87,15,2085.57
655,222,115,4,836.07,5,3177.07
656,223,29,4,583.3,0,2333.2
657,223,11,2,1459.94,5,2773.89
658,224,189,2,1049.15,20,1678.64
659,224,192,3,721.82,10,1948.91
660,224,77,4,1494.18,0,5976.72
661,224,177,2,1082.91,20,1732.66
662,224,173,3,574.69,5,1637.87
663,225,7,3,247.89,5,706.49
664,225,80,4,1252.28,15,4257.75
665,225,4,3,762.98,15,1945.6
666,225,56,4,515.56,20,1649.79
667,225,47,2,41.34,15,70.28
668,226,144,2,1104.6,0,2209.2
669,226,153,1,132.04,0,132.04
670,226,74,1,1077.13,20,861.7
671,226,171,1,375.79,0,375.79
672,227,1,4,419.79,20,1343.33
673,227,78,2,405.15,0,810.3
674,227,114,1,1003.67,10,903.3
675,228,166,4,167.25,10,602.1
676,228,49,1,1359.08,10,1223.17
677,229,168,1,787.4,0,787.4
678,229,6,3,888.01,5,2530.83
679,229,77,3,1494.18,15,3810.16
680,229,198,2,857.26,0,1714.52
681,230,122,2,1229.45,0,2458.9
682,231,23,2,599.49,15,1019.13
683,232,178,4,1039.01,0,4156.04
684,232,143,2,1132.68,5,2152.09
685,232,70,1,111.26,15,94.57
686,232,6,4,888.01,0,3552.04
687,232,180,1,372.52,15,316.64
688,233,120,1,771.65,0,771.65
689,233,106,3,181.86,10,491.02
690,233,45,4,604.5,5,2297.1
691,233,4,3,762.98,0,2288.94
692,234,49,4,1359.08,0,5436.32
693,234,61,1,1274.56,20,1019.65
694,234,177,4,1082.91,20,3465.31
695,235,60,3,1498.93,10,4047.11
696,235,184,1,1116.89,20,893.51
697,235,191,3,517.65,15,1320.01
698,235,13,4,1059.81,20,3391.39
699,236,96,3,1389.39,20,3334.54
700,236,169,2,1380.23,10,2484.41
701,237,105,4,769.01,10,2768.44
702,237,45,4,604.5,10,2176.2
703,237,149,3,50.38,5,143.58
704,238,173,4,574.69,0,2298.76
705,238,139,3,105.7,5,301.25
706,238,105,3,769.01,10,2076.33
707,238,93,4,1458.57,15,4959.14
708,239,175,2,517.1,20,827.36
709,239,43,3,1309.93,20,3143.83
710,239,11,2,1459.94,20,2335.9
711,239,88,2,1158.97,5,2202.04
712,239,130,4,1204.11,0,4816.44
713,240,29,1,583.3,20,466.64
714,240,129,1,840.53,10,756.48
715,240,140,2,629.5,5,1196.05
716,240,11,3,1459.94,15,3722.85
717,241,84,3,429.82,20,1031.57
718,242,134,3,1130.15,15,2881.88
719,242,169,1,1380.23,5,1311.22
720,242,101,4,1289.3,5,4899.34
721,242,57,2,293.41,0,586.82
722,243,28,3,248.37,5,707.85
723,243,127,4,987.53,10,3555.11
724,243,37,2,1384.43,20,2215.09
725,243,19,1,1035.36,5,983.59
726,243,178,1,1039.01,0,1039.01
727,244,76,1,1404.24,5,1334.03
728,245,199,1,1421.91,0,1421.91
729,245,175,3,517.1,15,1318.61
730,246,109,3,583.94,15,1489.05
731,247,179,3,35.69,10,96.36
732,248,96,4,1389.39,20,4446.05
